d33253|Low tide at Brancaster Beach, Norfolk|Gouache on book page, 2009||
d3e5a7|Queenstown Road|Ink and wash on paper, 9 x 14 cm||
d43115|Barking Reach|Ink and watercolour on London A-Z page||
d504b8|0=(M)|Ink on map page fragment||
d54b91|Brother & sister (1968)|Ink wash on book page||
d55e02|Tollesbury Marina, Essex|Ink on blank book page, 2007||
d5603a|Boatyard, West Mersea, Essex|Ink on paper, 9 x 14 cm, 2007||
d56174|Boats, West Mersea, Essex|Ink on paper, 9 x 14 cm, 2007||
d566f8|Boat at jetty, West Mersea, Essex|Ink wash on watercolour paper (collection of J Brown)||
d56d9a|West Mersea, Essex|Ink wash on watercolour paper, October 2007||
d57518|Cornish Sea &amp; Cliffs|Woodcut, 1986||
d5d865|<i>No dimension</i>, by Katie Cuddon, 2022, Matts Gallery|Ink and wash on book page, 2025||
d65535|Brancaster Golf Clubhouse|Gouache on book page||
d6af19|Toys mimicking Damien Hirst (b)|I notice that toys occasionally spontaneously take on the form of a Damien Hirst.<br>Or perhaps it's the other way around. 2007||
d722b9|Kings Cross Station|Ink and wash on paper, 9 x 14 cm, 2025||
d7da89|blue flag|lino-cut and ink on watercolour paper||
d7e3e6|The Great Cambridge Road|Ink on London A-Z page||
d7e7ca|Ponte del Savio, Venice|Pen and ink wash on paper, 9 x 14 cm, 2014||
d7e8c3|Notting Hill Gate Underground|West bound platform, Central Line, 2009||
d81882|St Pauls Cathedral|Ink on paper, 9 x 14 cm, 2016||
d82090|Page 102|Watercolour on London A-Z page||
d82d6c|Greenwich Peninsula before the Millennium|Watercolour on London A-Z page||
d8541d|Head, after Roman sculpture, Archaeological Museum, Venice|Ink on paper, 9 x 14 cm||
d95039|Map of Barbara Hepworth's garden, St Ives|Coloured pencils, by I when aged eight||
da08b3|Mousehole Harbour, Cornwall|Ink wash, watercolour paper, August 2007||
da6fc1|Head (from above)|Cardboard, string, tape, wire, aluminium foil by I when aged ten||
daabf5|Recreation field|gouache on [19th Century] book page, August 2009||
db7822|Diego Vel&aacute;zquez (1599 - 1660) 61 years|Ink and wash on paper, 9 x 14 cm||
db80f0|Cemetary Chapel, Putney Lower Common|Ink and wash on paper, 9 x 14 cm, 2013||
db8503|Empty room|||
dcbcb5|Six New Yorkers|Ink and wash on paper 9 x 14 cm||
dcc285|Torso|cardboard, string, wood, wire||
dd01e4|Four New Yorkers (a)|pen, ink, wash on handmade paper||
dd22a5|North East from Television Centre|Marker pen on index card separator, 2007||
dd5202|Lovis Corinth|Ink and wash on blank book page||
dda6f1|Factory by river|Ink on paper, 9 x 14 cm, 2007-09-08||
ddc2ed|Passenger|Victoria Line, 5 February 2007||
de1c02|Townsend Street, Sheffield|pen, ink, wash on paper, 9 x 14 cm||
de1e94|Springvale Road, Sheffield|pen, ink, wash on paper, 9 x 14 cm||
dea7bd|Man and woman|black crayon, by A when aged 10||
deabd8|Cat totem|Ink and watercolour on book page, 2007<br/>(collection of M Clarke and D Trayner)||
ded0db|Expulsion from Eden|Ink on print, detail from 'Paradise' by Lukas Cranach||
df5ce3|Roofscape St Ives|Ink and watercolour on paper, 2007||
df735d|Sphere with Inner Form, Barbara Hepworth 1963|Ink on paper, 9 x 14 cm||
df758a|Figures with shadows|twisted wire||
df8534|Church stains|Ink, notebook||
e0bccc|Mersea Island|Coloured ink on map||
e0c29f|Tree, recreation field|gouache on [19th Century] book page, August 2009||
e0d2d1|Tate Britain|pen ink paper, 9 x 14 cm, 2013||
e0eecb|Duveen Galleries, Tate Britain|Ink on paper 9 x 14 cm, 2013||
e0f271|Head|Cardboard, tape, string, wire, wood by A when aged 10||
e114be|Roofscape [version A]|Pen, wash on book page (Uncle Vanya)||
e1ab75|Brown paper landscape|Ink on brown paper||
e1acb1|Exterior|Ink and wash on book page, 2008||
e1af91|Hill with cyprus trees|||
e1b4b3|Bush and stone|||
e1b7a3|Dunes at Camber Sands, East Sussex|Ink and wash, June 2008||
e1fadf|Subtract shade|Ink and wash on paper 9 x 14 cm, 2009||
e25e63|San Giacomo, Venice|Ink and wash on paper 9 x 14 cm||
e263f0|-|||
e264c3|Civitella del Lago|||
e27544||||
e2902f|Four New Yorkers (b)|Pen, ink, wash on handmade paper||
e2b0c6|I waited for a tram|Ink and wash on book page, November 2007||
e2c73e|Fever dream|Ink and wash||
e2c7e2|Sgraffiti|Palazzo Vitelli alla Cannoniera, Città di Castello, Umbria, Italy (housing the Pinacoteca Comunale)||
e2dd04|Drawing an apple|Charcoal, by M aged 13||
e30cbc|Toys mimicking Damien Hirst (a)|I notice that toys occasionally, spontaneously take on the form of a Damien Hirst, 2007||
e3d646|Siblings summer sixty seven||
e450e0|Distressed chic on the Central Line|Notting Hill Gate station, 2009||
e4d2e6|Tate St Ives from Porthmeor Beach, Cornwall|Ink on paper, 9 x 14 cm, May 2007||
e50e94|Fallen Images (Barbara Hepworth 1975)|Ink on paper, 9 x 14 cm, May 2007||
e575fa|Pierced Form (Barbara Hepworth 1960)|Ink on paper, 9 x 14 cm, May 2007||
e584b0|Orbit Tower, Olympic Park, E20|Ink on paper, 9 x 14 cm, 2012||
e5904a|Porthgwidden Beach, St Ives, Cornwall|Ink on paper, 9 x 14 cm, May 2007||
e5c435|a picture of gradual and...|Ink on Uncle Vanya page||
e5c6f4|Looking North from Cortona, Tuscany|Acrylic on board, 2008||
e661d5|Self as a building|2011||
e67748|Battersea Power Station, SW11|Seen from the west. This was in 2003 before the area was redeveloped||
e6d9a1|Scrap yard|Ink on paper, 9 x 14 cm, 2007-09-08||
e6fcb2|Studies for body/robot sculpture|Pen, black crayon, by A when aged 10||
e7592e|[0]|pen ink wash on book page||
e7916c|Ice Skating Lesson|Indian ink on book page||
e79498|Ice Skating|Indian ink on book page||
e79674|Streaham Ice Rink|Indian ink on book page||
e7d138|On originality and banality in the mind of the artist (or fluoxetine-hydrochloride)|Digital painting 1000 x 1000 pixels.<br/>Ninety-nine coloured spots arranged on a hexagonal grid.<br/>With reference to http://www.guardian.co.uk/artanddesign/2012/mar/16/damien-hirst-art-market<br/>Coded using http://processing.org||
e809b8|Figures standing|Ink and wash on book page||
e846f5|Drawing on Stone|Stone lithographic print, 35 x 50 cm, 1981||
e97324|18 - holding nothing|Ink, antique map, acetate||
e9aaba|East from Television Centre|Marker pen on index card separator, 2007||
e9ae6d|Towards|Ink on paper, 9 x 14 cm, 2007||
ea1731|Plough Lane, SW17|Ink and wash on book page, 2008||
ea9f1a|Venus Pudica, (18C cast, Courtauld Institute, London)|Ink and wash on paper, 9 x 14 cm||
ead289|Rosemary Bryant (1929 - 1990) 61 years|Ink on book page||
eadbdd|<i>Crow</i> by Katie Cuddon, Matts Gallery|Ink and wash on paper, 9 x 14 cm, 2025||
eb7204|Drawing on Stone, detail|||
eb814a|Wells-next-the-Sea, Norfolk|Watercolour on paper, 9 x 14 cm, 2010||
eba64f|Pebbles|Ink on book page||
ebc735|13 - mother, child, FRANCE|Ink, map, acetate||
ec310e|Body Elephant &amp; Castle|Ink on London A to Z, 2007||
ec33a9|Books from Canada|||
ec595b|$5 moose and...|||
eccfd1|Boats at Wells Harbour, Norfolk|Charcoal pencil||
ed549a|Building the Mary Seacole House, Clapham High Street|Ink on paper, 9 x 14 cm, 2011||
ed86fe|Beach huts, Wells next the Sea, Norfolk|Ink and wash on paper, 9 x 14 cm, 2010||
edc651|Plumstead, Gallions Reach|Ink on London A-Z page, 2011||
edd404|Dead Sea|Drawing of <b>Dead Sea</b> (Totes Meer) oil painting by Paul Nash, 1940,<br/>Dulwich Picture Gallery, London.||
ede6a2|River by a bridge|Ink and wash on torn book page, 2007||
ee0314|Interior, Casa Emilia, Scoppieto, Umbria|Pen and ink wash, 2008||
ee460e|The Sacrifice of Isaac, after Caravaggio|Ink on book page, 2014||
ee4f6f|08 - observers|Ink, map, acetate||
ee7314|Shepherds Bush station|Ink and wash on paper, 9 x 14 cm||
ee905b|Three jugs|oil on board, 1982||
ee949a|Landscape  - page 123|Ink on book page||
ef5255|Durrington Tower seen from Wandsworth Road, SW8|Ink and wash on paper, 9 x 14 cm, 2025||
ef5f4a|The shadows lifted|Gouache and watercolour on book page||
f01802|Last few (hand)|Ink, wash, graphite and coloured pencil on book page, 2008||
f01a51|Towers revisted|Pen, wash on found page||
f07022|Water and trees|Ink wash on book page, 2007||
f0cf77|HEAD/eye|Drawing on litho stone, ink, crayon, gum, tusche||
f17c89|Page 35: Verdun|Gouache on antique map||
f1e291|Boat at Blackney Quay, Norfolk|Ink and wash on paper 14 x 21 cm
f2af1f|A crucifixion|Gouache on Ibsen play page||
f37722|Tree and office block|Ink wash, book page, 2010||
f46a68|Trees layer hills|Ink and wash on book page||
f49e33|Trees, study|Ink wash, watercolour paper||
f4f5ec|Drawing for transfer to litho stone|Non-drying black ink and ochre gouache on gummed paper||
f59738|Helicopter debris at Vauxhall Cross|College, ink pen and brush on card<br>Helicopter crash 16 Jan 2013||
f5bc5c|Tell him England|Ink and wash on book page, 2008||
f60436|Durrington and Amesbury Towers|Ink on paper, 9 x 14 cm, 2007||
f66b51|Grafton Square, SW4|In wash on book page, 2010||
f6fe2a|You breath in... out...|Ink on page of London A-Z||
f6fea5|Bush and tree|Ink wash, 2008-02-09||
f78db4|Anselm Kiefer exhibition, White Cube Bermondsey, 2023|Ink and washand wash on paper 14 x 21 cm
f7b640|Waterside Way, SW17|Pen and ink wash on book page, 2008||
f7d25e|Child|Ink wash on cheap paper, 2010
f80433|Index card: by river|Ink wash on index card separator<br/><br/>(collection of Cathy Cullis)||
f838e7|Index card: King George's Park|Ink and wash on index card separator||
f845b8|<i>The Poor, Bust of a man</i> by Picasso, British Museum|Ink and wash on book pages, 2025||
f92c63|Max Weber (1864 - 1920) 56 years|Ink wash||
f9316f|Vauxhall Cross (detail)|College, ink pen and brush on found card||
f99ec7|Between rooms|Ink and wash on paper, 9 x 14 cm||
f9cc1b|Approaching the Thames at Battersea|Ink and wash on paper, 9 x 14 cm||
f9cd4d|Path revisited|Ink and wash on paper, 9 x 14 cm||
fa2634|Head and figure at the museum|Ink and wash on paper, 14 x 20 cm||
fa87dd|Trees by the River Wandle|Indian ink on music score, 2009||
fa8997|Pathway with trees|Indian ink on page, March 2009||
fa96c1|Knightsbridge, SW1|Ink and wash on paper, 9 x 14 cm, 2010||
faf413|His own methods|Ink, pencil and wash on book page, 2007||
fb0b56|Coffee Machine, Fresh Cafe, Barnes High Street|Ink on paper, 9 x 14 cm||
fb1979|Broken hand|Ink and wash on book page, 2007||
fb4aba|Art Homework|Collage by M when aged eleven<br/>After <i><b>Rain of blood is falling into a garden with a weeping church</b></i>, Hunderwasser, 1961||
fb7302|Table-chairs-trees, W12|pen, ink, wash paper, 9 x 14 cm||
fbc3dd|<i>Landscape of the Vernal Equinox</i> by Paul Nash at the Dulwich Picture Gallery|Ink on paper 14 x 9 cm
fc8105|Iceland|Watercolour  15 x 15 cm<br>by Milli and me||
fc9a37|Prime Spiral - sketch|||
fca1cb|Michelangelo's dream|Ink and wash on paper, 9 x 14 cm||
fcebb3|Francisco Goya (1746 - 1828) 82 years|Ink and black cont&eacute; crayon on A-Z page||
fd0810|Slough Station|Charcoal pencil||
fd509e|Heathbrook Primary School, Clapham, SW8|Watercolour||
fd673e|Trees and lines|Ink wash on book page||
fda8d0|Umbrian hills|Ink and wash, book page||
fdd529|Thirty Eight|Gouache and coloured pencil on book page||
fe45d9|London 1906|Ink and wash on found paper, 2007||
fe474f|Wandsworth Road|Ink on paper, 9 x 14 cm, 2007||
fe4d7a|Smudged view through a wet bus window|Kensington, 2009||
fe589c|<i>The Nativity</i> by Piero della Francesca, National Gallery|Acrylic on canvas, 1980||
fed0c9|Index card: path by river|Ink wash on index card separator<br/><br/>(collection of Cathy Cullis)||
fed9f4|Figures|Ink on page 71, The Little White Bird, James Barrie ||
fedacc|Shelves (a night piece)|Ink on page 39, The Little White Bird, James Barrie ||
feed67|Rail bridge over river Wandle, SW17|Ink, wash and gouache on index card separator||
ffbe2e|Young Men at the Manor|Ink on book page||
ffe84f|Venetian Merchant|||
89ea96|Reading difficulty|Book page fragments, coloured inks and pencils on board, 2019||
d9988d|Steam Locomotive at Weybourne Station, North Norfolk Railway|Ink and wash on paper 9 x 14 cm, 2025|
a362a0|<i>My Order</i> by Allan Weber at the Nottingham Contemporary 2025|Ink and wash on paper 9 x 14cm|
d3b665|<i>Hero's Head, 1956</i> by Richard Hunt at White Cube, Bermondsey, 2025|Ink, wash and collage on paper 9x 14 cm||
bf01bb|South East London walk|Ink and wash on paper 14 x 21 cm||
02f4d0|<i>Linear Peregrination, Linear Progression, Opposed Linear Forms</i> by Richard Hunt at White Cube Bermondsey 2025|Ink and wash on paper 29 x 21 cm
707380|Sheffield seen from the North West|Black pencil paper 9 x 14 cm
8b687b|Sheffield seen from the North West|Ink and graphite on brown paper 14 x 21 cm
863415|<i>Telescopic Construction</i> by Richard Hunt 1955 at White Cube Bermondsey 2025|Ink and wash on paper 14 x 21 cm
c7c46e|Body|Oil on board 1982
e74b81|Attribution Fallacy|Wood, wires, plastic, paint, nails, 2020 - 2025
508266|Night &amp; Day Clock|Graphite and coloured pencils on plywood with 24hr clock mechanism, 2025
7940c5|Battersea Park Station|Ink and wash on paper 14 x 21 cm
f3fc74|Counting Time, evening|LEDs, electronics, graphite and paint on board 21 x 28 cm, 2018
cd00e5|Sixty Three Years|Digital painting, 2025
3b5f20|Diana Princess of Wales (1961 - 1997) 36 years|Colour digital halftone image, 2025
82ad19|Gauguin, Derain, Raphael, Velasquez|Ink on book page, 2024
7e0a6a|Leap|Coloured pencil and gouache on book page, 2025
7acb8b|St Pauls Cathedral|Ink and wash on book page, 2024
41f15e|Harrow and Kenton Heart|Coloured inks and pencils on London A-Z page
26666a|Light Dark|Ink, wash and coloured pencil on book page, 2024
6a3349|every fourth word|Ink and wash on book page, 2024
c88382|Closed Book (front)|Paperback book, zinc sheet, bolts
cc1ac7|Closed Book (back)|Paperback book, zinc sheet, bolts
38b609|Duveen Gallery, Tate Britain|Marker on book page, 2025
e03c0c|Advocate is a banned word|Marker and coloured ink on book page, 2025
085556|Vauxhall Railway Station|Marker and acrylic on book page, 2025
8ecd83|Elephants at Howletts Animal Park, page 25|Marker on book page, 2025
b1f145|Elephants at Howletts Animal Park, page 24|Marker on book page, 2025
9e177a|Vauxhall Railway Station|Marker on book page, 2025
1d85a3|Whitstable Beach|Marker on book page, 2025
375538|Whitstable Beach|Marker on book page, 2025
20eec0|Houses and Beach, Whitstable|Marker on book page, 2025
882e2a|Interior Nelson Road, Whitstable|Marker on book page, 2025
d04483|Waterloo Railway Station|Marker on book page, 2025
8e8f68|<i>Maman</i> by Louise Bourgeois, Tate Modern|Marker on book page, 2025
df89c1|<i>Maman (detail)</i> by Louise Bourgeois, Tate Modern|Marker on book page, 2025
4cb6cd|Ch&acirc;teau-Queyras et Fort de Tournoux|Ink on French military map|
93e0e8|Environs de Perpignan|Ink on French miltary map
5a174f|Edge of forest|Steel plate etching, 1985
ee5203|Busy lizzie|Steel plate etching 1985
fa7bea|Ono|Steel plate etching 1985
cc51f9|Mapped Heads|Ink on map
b5f10e|The tower of St Paul's Cathedral School|Marker and acrylic on book page, 2025
b2b917|Altarpiece by Fra Filippo Lippi|Marker on book page, 2025
2af43a|<i>Mud Sun</i> by Richard Long at The National Gallery|Marker and acrylic on book page, 2025
5be743|The National Gallery|Marker and acrylic on book page, 2025
a39617|Charring Cross Station|Marker on book page
9af5b2|Kings Cross Station|Marker on book page
050f47|J&uuml;denstra&szlig;e, G&ouml;rlitz, Sachsen|Ink on paper 15 x 21 cm based on page 100 of Susan Hiller's J Street Project
ae8852|Bloomberg Arcade, EC4N|Marker and acrylic on book page
222ea8|Temperance Fountain, Clapham Common, SW4|Marker on book page
57aec3|The Shard, SE1|Marker and acrylic on book page
6f1a22|London Bridge Station|Marker and acrylic on book page
